"","Date","CDC_daily_sim","xc_sim","xr_sim"
"73",2009-03-14,2.74349490797511,4.27743951694932,4.88995338015803
"74",2009-03-15,2.75271624425754,4.28392315392297,4.89375270516376
"75",2009-03-16,2.76144991035695,4.28499063256923,4.89972801715746
"76",2009-03-17,2.76564561073762,4.28459089066321,4.90353750050061
"77",2009-03-18,2.76201005883843,4.28452323081904,4.90040208480273
"78",2009-03-19,2.77457195066,4.29505376171718,4.90630423682589
"79",2009-03-20,2.77167690822166,4.29148229612698,4.90543830541919
"80",2009-03-21,2.77534583759845,4.30428647525587,4.90259109556825
"81",2009-03-22,2.78322631019139,4.30209030897543,4.9110826593752
"82",2009-03-23,2.78833185833645,4.30427821550822,4.91583144439603
"83",2009-03-24,2.78987081775958,4.30666457737216,4.91565880916868
"84",2009-03-25,2.79378360531168,4.30730900493746,4.92149469229962
"85",2009-03-26,2.79218738272797,4.30665865658757,4.9193285407747
"86",2009-03-27,2.79473264427717,4.31243242421592,4.91650080179171
"87",2009-03-28,2.78297624656281,4.31148285931752,4.90526185684513
"88",2009-03-29,2.77415248201536,4.30879030146149,4.89981984309774
"89",2009-03-30,2.77286609089796,4.30991784220316,4.89848238912605
"90",2009-03-31,2.75725807422324,4.30280392054402,4.89107762850372
"91",2009-04-01,2.73518596626882,4.30534489977788,4.87913327686601
"92",2009-04-02,2.73357257242972,4.29465340428648,4.88024229025264
"93",2009-04-03,2.74848246887606,4.30671608837004,4.88531520802262
"94",2009-04-04,2.73275086338567,4.30920093133036,4.8772821074906
"95",2009-04-05,2.73025721734697,4.31251845181755,4.87552267101818
"96",2009-04-06,2.71897594591234,4.31299448267149,4.87073517523558
"97",2009-04-07,2.72482248755248,4.31078658668374,4.87354374303075
"98",2009-04-08,2.72862498276719,4.32319359175842,4.87232109156085
"99",2009-04-09,2.72524143075171,4.31784331213163,4.87228877310834
"100",2009-04-10,2.73204758833742,4.31169634275724,4.87646874457333
"101",2009-04-11,2.72510524090118,4.31843323421751,4.87210036624073
"102",2009-04-12,2.74611001564495,4.32023310158726,4.88057003865424
"103",2009-04-13,2.75847796688378,4.32011619859689,4.88650848457246
"104",2009-04-14,2.75390824033299,4.31864837781844,4.88473223092971
"105",2009-04-15,2.73853943735573,4.31713348429702,4.87805638616253
"106",2009-04-16,2.74517699890701,4.3201645634759,4.88016878283901
"107",2009-04-17,2.72030170715805,4.3171802558918,4.87045834765526
"108",2009-04-18,2.71161881329702,4.32433404745007,4.86559002480891
"109",2009-04-19,2.72062263343533,4.32594831171734,4.86849452718855
"110",2009-04-20,2.73839821144089,4.33094472200928,4.87378867739216
"111",2009-04-21,2.7313934707204,4.33592452763985,4.86931398329715
"112",2009-04-22,2.75087772093934,4.32736009900468,4.88032118567388
"113",2009-04-23,2.73920026801626,4.33065844520644,4.87421001125004
"114",2009-04-24,2.75348379833857,4.32853246212644,4.88104081569604
"115",2009-04-25,2.73867646197078,4.32477941075051,4.87594896972819
"116",2009-04-26,2.76195914172753,4.33167711932025,4.88360590404524
"117",2009-04-27,2.76268942555446,4.33166896028188,4.8839508635701
"118",2009-04-28,2.77875834104287,4.33369348071005,4.89096063833581
"119",2009-04-29,2.77250399167578,4.33660608267003,4.88620181018595
"120",2009-04-30,2.79642845608351,4.33843629201589,4.89799183399784
"121",2009-05-01,2.80491640419334,4.35146302142529,4.89245273720972
"122",2009-05-02,2.82232714849921,4.35331834426091,4.90038467334794
"123",2009-05-03,2.8232129093782,4.35233798537219,4.90195610598897
"124",2009-05-04,2.85910915009297,4.36174537349263,4.91464672394526
"125",2009-05-05,2.85962331066349,4.36118345646383,4.91608299220298
"126",2009-05-06,2.85396257493766,4.35559629021234,4.92145592656722
"127",2009-05-07,2.86055547231211,4.35596802109264,4.92885669307868
"128",2009-05-08,2.84688809316539,4.35126255018948,4.92254359579614
"129",2009-05-09,2.85380499689585,4.35597585772435,4.92051476903197
"130",2009-05-10,2.83993160208823,4.34738045694724,4.92225921103411
"131",2009-05-11,2.84457920613693,4.3455855503896,4.93359801274878
"132",2009-05-12,2.85585267781847,4.35373011185159,4.92823932854523
"133",2009-05-13,2.84827530451963,4.34970399140492,4.92785636949063
"134",2009-05-14,2.85187885630665,4.35259441163222,4.92566602854841
"135",2009-05-15,2.84531921218088,4.34659476203441,4.93173681162773
"136",2009-05-16,2.84781889052649,4.34747471772115,4.93375022129033
"137",2009-05-17,2.84712956309044,4.35128848625942,4.92276647678857
"138",2009-05-18,2.83972044554798,4.34640941284728,4.92390376590348
"139",2009-05-19,2.85541463071525,4.35278279746662,4.93032247649286
"140",2009-05-20,2.85279547534398,4.35340412880847,4.92492086442489
"141",2009-05-21,2.84189863278329,4.34865454629417,4.92205597499508
"142",2009-05-22,2.84417423557128,4.34864524573414,4.92478296692768
"143",2009-05-23,2.83911797527712,4.34505981375998,4.92594735974192
"144",2009-05-24,2.83425973310078,4.33912774681174,4.93312420011452
"145",2009-05-25,2.83454260029079,4.34069907978279,4.92920422091333
"146",2009-05-26,2.83616608154998,4.34339835739277,4.92550363865727
"147",2009-05-27,2.83402761834742,4.34271780247087,4.92408513637186
"148",2009-05-28,2.84442344835612,4.34606096447874,4.93172338637912
"149",2009-05-29,2.83722833269256,4.342556252822,4.92897881655792
"150",2009-05-30,2.85213923241022,4.35170664731223,4.92828109996791
"151",2009-05-31,2.84469373274623,4.35111989889421,4.92042826668708
"152",2009-06-01,2.85594988864542,4.35520513961832,4.92460266735922
"153",2009-06-02,2.85212092043029,4.35450223263001,4.92172570133332
"154",2009-06-03,2.87043968733176,4.36022582543258,4.93089525611315
"155",2009-06-04,2.86123081267878,4.35544816362327,4.93163601399636
"156",2009-06-05,2.86447968933862,4.35829526527697,4.92781110909078
"157",2009-06-06,2.88068154420166,4.36378883957776,4.9361571576554
"158",2009-06-07,2.8615774752304,4.35572718619626,4.93128862914054
"159",2009-06-08,2.87124412633983,4.35952703558776,4.93537856587892
"160",2009-06-09,2.85045624734645,4.34710677502159,4.94521974486666
"161",2009-06-10,2.85211988716626,4.35096274330005,4.9303707952381
"162",2009-06-11,2.84921980257606,4.35146440116601,4.92489728889291
"163",2009-06-12,2.8512231909653,4.35060841374802,4.92993743427521
"164",2009-06-13,2.85318523927103,4.3524153603672,4.92791385344542
"165",2009-06-14,2.84901475918465,4.35177733770904,4.92394823194041
"166",2009-06-15,2.83449350978086,4.34901999636459,4.9142486267489
"167",2009-06-16,2.82417723487184,4.34750461001092,4.90805092084232
"168",2009-06-17,2.81563286395456,4.34226173542137,4.90762169700139
"169",2009-06-18,2.82076008893508,4.34507295246014,4.90834975943206
"170",2009-06-19,2.81921263662062,4.34503462661595,4.90724213016676
"171",2009-06-20,2.81291873295291,4.33716274019168,4.91085942078404
"172",2009-06-21,2.80090779747704,4.33078541380287,4.90699746356215
"173",2009-06-22,2.79982141462007,4.32585983049962,4.91007119996476
"174",2009-06-23,2.79141683325434,4.3276725134059,4.90223259538986
"175",2009-06-24,2.79803385442125,4.32940568232554,4.90585288754352
"176",2009-06-25,2.79060861018689,4.32859121366745,4.90108400291617
"177",2009-06-26,2.79990701000766,4.32865553312975,4.90790125594312
"178",2009-06-27,2.79853632312764,4.33021335039009,4.90562308048903
"179",2009-06-28,2.80912964329942,4.33529284777413,4.90960455495337
"180",2009-06-29,2.7948771658873,4.33068742399571,4.90261622725059
"181",2009-06-30,2.66125690991195,4.26813289626853,4.8477372589557
"182",2009-07-01,2.64461584508561,4.2649325417483,4.83888818757634
"183",2009-07-02,2.6537585967831,4.26377407585106,4.8436048811618
"184",2009-07-03,2.6526744686355,4.26267254366556,4.84293547546885
"185",2009-07-04,2.65048718220019,4.25839619260035,4.84135827563747
"186",2009-07-05,2.64947027165776,4.25867790761632,4.84079959746957
"187",2009-07-06,2.63142505297293,4.25944039658307,4.8303602133108
"188",2009-07-07,2.6458784628126,4.26129960099284,4.83906676424267
"189",2009-07-08,2.62649274224175,4.26180923987965,4.82813813461805
"190",2009-07-09,2.62770064423503,4.2587655391303,4.82790003291267
"191",2009-07-10,2.64428894263371,4.25933347848701,4.83789699513214
"192",2009-07-11,2.64949311946723,4.25250287092608,4.840302724717
"193",2009-07-12,2.6500506187052,4.24997288496531,4.84051268297303
"194",2009-07-13,2.64719309938562,4.25139022884874,4.83873753012057
"195",2009-07-14,2.63608056519032,4.25801955726262,4.83281222530444
"196",2009-07-15,2.63337190132222,4.25499608233899,4.83037698114361
"197",2009-07-16,2.63961576025106,4.25899054761072,4.83512021616355
"198",2009-07-17,2.6278570871406,4.26355322522357,4.82944602124565
"199",2009-07-18,2.61385594271404,4.25614388254749,4.81778868716991
"200",2009-07-19,2.61539787677318,4.25192047432916,4.81645307712202
"201",2009-07-20,2.61471183527261,4.25345653149211,4.81686711727899
"202",2009-07-21,2.61597488717191,4.2590579564611,4.82066690817681
"203",2009-07-22,2.62538121017748,4.2573631972089,4.82597289927187
"204",2009-07-23,2.62005406021524,4.25614101704671,4.82199711150045
"205",2009-07-24,2.63518181621341,4.26151662678794,4.83307353355511
"206",2009-07-25,2.64542964091039,4.25579862775806,4.8381010032076
"207",2009-07-26,2.64364631006049,4.25640133347478,4.83709855082225
"208",2009-07-27,2.64493838635734,4.25289568607266,4.83743821736121
"209",2009-07-28,2.64283201760122,4.25338511215008,4.83615233006347
"210",2009-07-29,2.64848510668773,4.25189784795565,4.8396159956837
"211",2009-07-30,2.64785942823672,4.24631694739885,4.83881839705856
"212",2009-07-31,2.63372529431338,4.25208942569928,4.82982752736098
"213",2009-08-01,2.63720764911602,4.25583407593807,4.83302627478992
"214",2009-08-02,2.64490526075823,4.26126151628994,4.83851861658187
"215",2009-08-03,2.64327089032332,4.25724833777681,4.83699620609633
"216",2009-08-04,2.63509657996926,4.25898932427749,4.83244261956721
"217",2009-08-05,2.63630055617622,4.25381428842601,4.83199417536014
"218",2009-08-06,2.63966480071204,4.25448912924632,4.83431052170883
"219",2009-08-07,2.62258687570603,4.25095432501922,4.82137307553833
"220",2009-08-08,2.60535799691719,4.25452814433122,4.81065702578739
"221",2009-08-09,2.6034944163759,4.24950690738692,4.80466856191159
"222",2009-08-10,2.61197515156799,4.24978338617229,4.81225678693511
"223",2009-08-11,2.61163846398261,4.24835437421153,4.81081953001009
"224",2009-08-12,2.61055719215569,4.24645373444159,4.8081138520562
"225",2009-08-13,2.60934042911896,4.24839574455484,4.80882439713706
"226",2009-08-14,2.59625717499321,4.25154938783818,4.80046910784504
"227",2009-08-15,2.59092886725548,4.25081832663969,4.79486599053789
"228",2009-08-16,2.59853954013017,4.25400715889326,4.80494053379859
"229",2009-08-17,2.61352980308136,4.25168756058111,4.81486650709795
"230",2009-08-18,2.61132232720434,4.25251979225707,4.81372667274508
"231",2009-08-19,2.62119097766746,4.25505170056182,4.82227950205058
"232",2009-08-20,2.62648534446208,4.24417243312538,4.82112403967186
"233",2009-08-21,2.62828177122565,4.23717101742442,4.81876650091956
"234",2009-08-22,2.62276584289242,4.2378422334854,4.81286110700051
"235",2009-08-23,2.62012106818968,4.24482656581573,4.81571518717439
"236",2009-08-24,2.62390920321462,4.24587824100416,4.81978303645164
"237",2009-08-25,2.62655927752302,4.23628280301029,4.81609053222287
"238",2009-08-26,2.61923882059993,4.2378172063731,4.80855215132123
"239",2009-08-27,2.61719985202012,4.23587908260028,4.80351312152459
"240",2009-08-28,2.61384022551807,4.23723178751304,4.80086782059345
"241",2009-08-29,2.60201772080626,4.23937484201937,4.78925174858747
"242",2009-08-30,2.59206528049899,4.24224547252267,4.78306886560886
"243",2009-08-31,2.60414162196346,4.23863831250205,4.79058680369367
"244",2009-09-01,2.60032101220157,4.24150022386668,4.79077235343519
"245",2009-09-02,2.60488235739237,4.23723459168767,4.78911698301612
"246",2009-09-03,2.6042920900731,4.23759764911596,4.78900179188086
"247",2009-09-04,2.60459317764724,4.23498179162894,4.78474212367251
"248",2009-09-05,2.60903575329978,4.23284852361421,4.78676727607585
"249",2009-09-06,2.60340748775622,4.23447729991074,4.7823334142298
"250",2009-09-07,2.61117871390825,4.22834852293486,4.78119938637842
"251",2009-09-08,2.59979595840948,4.2380717171254,4.78439100188513
"252",2009-09-09,2.60472435113713,4.23264822821912,4.78063785853756
"253",2009-09-10,2.59477944273186,4.23405057129904,4.77202366484348
"254",2009-09-11,2.59462129781459,4.23423244896009,4.77216899436438
"255",2009-09-12,2.59619571015463,4.23783384544119,4.77992500901854
"256",2009-09-13,2.5994746329064,4.23909178315639,4.78578500159122
"257",2009-09-14,2.60114790931017,4.2403437577737,4.78984025628431
"258",2009-09-15,2.61082953984942,4.23903399208886,4.79957534007578
"259",2009-09-16,2.61648023179927,4.23990702486563,4.80754205761989
"260",2009-09-17,2.60812802158576,4.24438135577778,4.80346031307029
"261",2009-09-18,2.59762806545004,4.25231505381231,4.8024910019583
"262",2009-09-19,2.59701880411025,4.25445244315643,4.80414955694039
"263",2009-09-20,2.59772707104721,4.25291968075202,4.8032044291207
"264",2009-09-21,2.61671192642376,4.24451462658851,4.81224569323899
"265",2009-09-22,2.61884578726242,4.23964791981082,4.81000837091591
"266",2009-09-23,2.60682964816593,4.24316685790909,4.80055271105304
"267",2009-09-24,2.60697590760802,4.24460438823231,4.80252212389294
"268",2009-09-25,2.60296665172569,4.24496746405285,4.79878148945702
"269",2009-09-26,2.5990042074458,4.24461143969447,4.79410916361595
"270",2009-09-27,2.59996073548164,4.24456467092281,4.7950522908105
"271",2009-09-28,2.60617425211368,4.24193948253114,4.79814419227225
"272",2009-09-29,2.60707106155536,4.2405212242145,4.79714267457478
"273",2009-09-30,2.61412605749306,4.23436657776716,4.7968599711054
"274",2009-10-01,2.61917709999802,4.22931075932097,4.79620266638573
"275",2009-10-02,2.62285689012551,4.22896218587179,4.80220413493748
"276",2009-10-03,2.62755802053829,4.22263792819484,4.80101045774497
"277",2009-10-04,2.62518819593419,4.22608944772888,4.80193620778252
"278",2009-10-05,2.62976409525133,4.22378982366763,4.80812129932091
"279",2009-10-06,2.62492585213488,4.22703172237092,4.80298265853404
"280",2009-10-07,2.62922054690979,4.22285402573999,4.80544021228574
"281",2009-10-08,2.62746840967544,4.22995672537128,4.8114732141119
"282",2009-10-09,2.62731982205731,4.22721918814899,4.80788122498139
"283",2009-10-10,2.63184391887554,4.22416170901475,4.81303297692839
"284",2009-10-11,2.63005308636337,4.22725488034197,4.81294552043683
"285",2009-10-12,2.62779411255984,4.22579458023477,4.8068172620932
"286",2009-10-13,2.62998903654032,4.2216134150522,4.80528253396554
"287",2009-10-14,2.62724401946956,4.22068969873954,4.79611000230339
"288",2009-10-15,2.61888577172534,4.2284312726389,4.79403037811863
"289",2009-10-16,2.62018147938585,4.22726392670087,4.79415725283288
"290",2009-10-17,2.61988581266741,4.22740452731995,4.79387519631858
"291",2009-10-18,2.61498000066984,4.22990039349605,4.79015967790184
"292",2009-10-19,2.61032449296696,4.23478119729112,4.7920993699142
"293",2009-10-20,2.62065898953504,4.22462401088473,4.78962481011367
"294",2009-10-21,2.62105180955806,4.23507271124188,4.80778495430881
"295",2009-10-22,2.62267904288176,4.22969079215872,4.80303247589895
"296",2009-10-23,2.61909707934605,4.2350557360865,4.80504866455637
"297",2009-10-24,2.62660878960523,4.22762553974091,4.8071027807196
"298",2009-10-25,2.63012740903761,4.23109615750932,4.81664078034281
"299",2009-10-26,2.62730172704926,4.23033437433852,4.81161737856318
"300",2009-10-27,2.62850129329205,4.22499837643839,4.8071267365974
"301",2009-10-28,2.62065801442172,4.23453845350649,4.80658524396139
"302",2009-10-29,2.62391111380423,4.23655034190413,4.81306946780931
"303",2009-10-30,2.62594111787045,4.23422184642964,4.81353305684917
"304",2009-10-31,2.62612881326178,4.23928967484953,4.81781832460181
"305",2009-11-01,2.62479455714552,4.24429942883983,4.81966566761409
"306",2009-11-02,2.62661929923823,4.24274125103368,4.82046361099275
"307",2009-11-03,2.62081231776715,4.2440768140311,4.8158273943639
"308",2009-11-04,2.62881198481779,4.2418322245309,4.82205411242147
"309",2009-11-05,2.62995332040468,4.23920648552522,4.82180809693971
"310",2009-11-06,2.63131192690572,4.23647999121041,4.82178985157494
"311",2009-11-07,2.62894373479034,4.24940320060749,4.82550235859373
"312",2009-11-08,2.62909705393815,4.24507180196567,4.82385245177968
"313",2009-11-09,2.62869904192277,4.24950508278153,4.82535627463906
"314",2009-11-10,2.60936273658864,4.25090082969519,4.81098009244301
"315",2009-11-11,2.61261699703947,4.25003774793247,4.81297949234748
"316",2009-11-12,2.60022585718161,4.25131318264396,4.80366702981969
"317",2009-11-13,2.60552671560379,4.25334242431104,4.80987194475285
"318",2009-11-14,2.61299594357962,4.25242329680334,4.8149411138637
"319",2009-11-15,2.60997307286957,4.25327742215638,4.81322314157559
"320",2009-11-16,2.60023807075859,4.26063290602287,4.8113895147619
"321",2009-11-17,2.59652415008707,4.2617671487119,4.80974851421816
"322",2009-11-18,2.59454221282139,4.25814807670475,4.80561495099552
"323",2009-11-19,2.59585112105512,4.26401762573131,4.81084475347916
"324",2009-11-20,2.6026758040031,4.26435567444767,4.81518409079766
"325",2009-11-21,2.61191661767416,4.26220559250031,4.81963039951473
"326",2009-11-22,2.60886493595008,4.2738698465985,4.82293137234702
"327",2009-11-23,2.61467634767027,4.2766667332312,4.82672874795703
"328",2009-11-24,2.61317797812318,4.2738953626648,4.8250756695336
"329",2009-11-25,2.60335019369396,4.27332928308713,4.81994619087468
"330",2009-11-26,2.58929049087239,4.26727075280097,4.8090660397177
"331",2009-11-27,2.60807725395039,4.26979692421057,4.82087943273727
"332",2009-11-28,2.60307730354362,4.27408133986286,4.8201310294877
"333",2009-11-29,2.61019814428779,4.282720405122,4.82659625377678
"334",2009-11-30,2.60911082822349,4.27786565564598,4.8245102720871
"335",2009-12-01,2.6039694247449,4.27938414858408,4.82266344337493
"336",2009-12-02,2.62567607688668,4.27300179446673,4.83093941262082
"337",2009-12-03,2.62931408784568,4.26842924692851,4.83156821753448
"338",2009-12-04,2.64144943365628,4.27010363351117,4.83808588419879
"339",2009-12-05,2.62922912546,4.26923607661475,4.83173204963719
"340",2009-12-06,2.64038829466677,4.26980601169555,4.83750514781938
"341",2009-12-07,2.65063839774285,4.27315921282071,4.84298352304563
"342",2009-12-08,2.63801038002522,4.26662471658821,4.83569565325997
"343",2009-12-09,2.64076857595055,4.26392242760262,4.83666282798089
"344",2009-12-10,2.65766574408942,4.2595920166848,4.84548537456361
"345",2009-12-11,2.65380961770743,4.25840060918623,4.84325993005761
"346",2009-12-12,2.65944303739542,4.25445223343798,4.84643992192281
"347",2009-12-13,2.66123387332719,4.25551285869195,4.84747812319101
"348",2009-12-14,2.67697312066032,4.25661099366051,4.8564220179636
"349",2009-12-15,2.67791386023885,4.25171611490225,4.85765732689275
"350",2009-12-16,2.67293930414862,4.25247914463131,4.85457553502175
"351",2009-12-17,2.67226036837353,4.25480747221586,4.8539151309852
"352",2009-12-18,2.6732745702082,4.25877516693192,4.85414475273645
"353",2009-12-19,2.65601736693419,4.26236980280104,4.84471417841468
"354",2009-12-20,2.67154030412267,4.25036573446774,4.85400869296048
"355",2009-12-21,2.67420416484833,4.24673553891599,4.8562571165074
"356",2009-12-22,2.67613272325017,4.25314602295442,4.8563779505251
"357",2009-12-23,2.67141907591749,4.2562020634315,4.85330440213746
"358",2009-12-24,2.66946663818593,4.25205927831534,4.85255144825933
"359",2009-12-25,2.66770016552908,4.2478685802271,4.85196044612211
"360",2009-12-26,2.68091898521026,4.25864283465036,4.85839901819302
"361",2009-12-27,2.7970438276458,4.31095841066306,4.92209108736229
"362",2009-12-28,2.78999503139179,4.30630654051117,4.91619560611176
"363",2009-12-29,2.79173319451786,4.31048494668366,4.91453409449229
"364",2009-12-30,2.78750528320935,4.30379455290225,4.91511163205015
"365",2009-12-31,2.78273101608244,4.30219765910771,4.91045198742725
"366",2010-01-01,2.77136800163352,4.29909866090615,4.9016580418497
"367",2010-01-02,2.78049264270071,4.30407789553696,4.90706183495989
"368",2010-01-03,2.78420706024616,4.30277160452023,4.91172732025772
"369",2010-01-04,2.78170354404883,4.30011937307704,4.91071806922552
"370",2010-01-05,2.78298312503104,4.29750389847197,4.91454313900059
"371",2010-01-06,2.78662893985753,4.30044237774443,4.91736498957111
"372",2010-01-07,2.78232643951317,4.30417260437597,4.90876919640262
"373",2010-01-08,2.78687492836503,4.31085178861088,4.90906167214419
"374",2010-01-09,2.78000604111674,4.30912259024469,4.90405556542538
"375",2010-01-10,2.76191337178382,4.30518979326201,4.89314318946393
"376",2010-01-11,2.76774573496056,4.3106069042681,4.89492924282673
"377",2010-01-12,2.76805951468816,4.30926713640179,4.89559524176468
"378",2010-01-13,2.75856598729569,4.30785040110921,4.8904145565406
"379",2010-01-14,2.76123314840682,4.30775112440638,4.89196770268833
"380",2010-01-15,2.74593030949113,4.30650398780395,4.88407304541866
"381",2010-01-16,2.74884148566845,4.30123672590666,4.88678378657236
"382",2010-01-17,2.75026232656066,4.29935953700918,4.8879943905085
"383",2010-01-18,2.7585986375706,4.29826253370628,4.89314050111658
"384",2010-01-19,2.74996772910518,4.29742080944499,4.88828919055928
"385",2010-01-20,2.7439431941825,4.2976290962709,4.88497281127607
"386",2010-01-21,2.73691345418236,4.30056627319543,4.8808417249273
"387",2010-01-22,2.73322529461847,4.3100380231396,4.87732695675987
"388",2010-01-23,2.74098060577638,4.31102399729311,4.88064685814102
"389",2010-01-24,2.74741545975266,4.31020228959752,4.88392959181945
"390",2010-01-25,2.73825865034095,4.31378987667494,4.8787564662702
"391",2010-01-26,2.76140141650586,4.31278090804034,4.89049911258403
"392",2010-01-27,2.77004673633916,4.31288242858281,4.89552336957404
"393",2010-01-28,2.76415596905656,4.31481038327743,4.89135975338867
"394",2010-01-29,2.75648191926634,4.31207204364876,4.88805290914082
"395",2010-01-30,2.73961698235987,4.31409347339669,4.87929582876281
"396",2010-01-31,2.7452724606541,4.31253362517962,4.8823064923063
"397",2010-02-01,2.75767652644189,4.31055257899378,4.88913896055609
"398",2010-02-02,2.75841003499154,4.31555663062982,4.88799819310111
"399",2010-02-03,2.73247539723195,4.31718589333724,4.87542977119147
"400",2010-02-04,2.73796147225705,4.32284753380506,4.87623352194598
"401",2010-02-05,2.72504853674676,4.31634632558412,4.87253905525445
"402",2010-02-06,2.71379477064361,4.31681968407188,4.86799465382804
"403",2010-02-07,2.72051154637974,4.31848038183084,4.8702653897238
"404",2010-02-08,2.69919320932698,4.3171275577414,4.86250865156026
"405",2010-02-09,2.69608306888564,4.30954465608695,4.86233097417007
"406",2010-02-10,2.69218117309025,4.30859513457999,4.86095901295034
"407",2010-02-11,2.69843864152773,4.30205548484156,4.86389449251808
"408",2010-02-12,2.66429034927233,4.30985323905156,4.85088251673953
"409",2010-02-13,2.66439583947652,4.30700303831536,4.8509580883082
"410",2010-02-14,2.67436223839843,4.31259259009919,4.85425369210707
